Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Taxonomy	Type	Source_db	Method_score	Annotation_score	Interaction_score	Confidence	In Pathway(s)	Interaction ID	PMID
P04049	Q02750	RAF1_HUMAN	MP2K1_HUMAN	5894	5604	"ENST00000251849,ENST00000442415"	ENST00000307102	9606	Small-scale	IntAct	0.97879	1	0.989338163	High	hsa04022;hsa04926;hsa05214;etc etc	413566	15866172;23934108;17979178;19058874;15485920;8157000;18556463;9311917;7731720;25155755;10958680;8621729;11604401;8394352;20212043;21336309;17724343;1326789;10757792;26496610;24746704;16093354;19197339
